2026-09-14T01:15:13+08:00	200	1.046198
2026-09-14T01:15:15+08:00	000	1.005684000
2026-09-14T01:15:17+08:00	500	1.065230
2026-09-14T01:15:19+08:00	200	1.163280
2026-09-14T01:15:21+08:00	200	1.069164
2026-09-14T01:15:23+08:00	200	1.079822
2026-09-14T01:15:25+08:00	200	1.040679
2026-09-14T01:15:27+08:00	200	3.109186
2026-09-14T01:15:32+08:00	200	1.098109
2026-09-14T01:15:34+08:00	200	1.058915
2026-09-14T01:15:36+08:00	200	1.215680
2026-09-14T01:15:38+08:00	200	1.066555
2026-09-14T01:15:40+08:00	200	1.077908
2026-09-14T01:15:42+08:00	200	1.046288
2026-09-14T01:15:44+08:00	200	1.043742
2026-09-14T01:15:46+08:00	200	1.081452
2026-09-14T01:15:48+08:00	200	1.078307
2026-09-14T01:15:50+08:00	200	1.045297
2026-09-14T01:15:53+08:00	200	1.136985
2026-09-14T01:15:55+08:00	200	1.045389
2026-09-14T01:15:57+08:00	200	1.127931
2026-09-14T01:15:59+08:00	200	1.176651
2026-09-14T01:16:01+08:00	200	1.052727
2026-09-14T01:16:03+08:00	200	1.033524
2026-09-14T01:16:05+08:00	200	1.032844
2026-09-14T01:16:07+08:00	200	1.042732
2026-09-14T01:16:09+08:00	200	1.032811
2026-09-14T01:16:11+08:00	200	1.032210
2026-09-14T01:16:13+08:00	200	1.076479
2026-09-14T01:16:15+08:00	200	1.058148
2026-09-14T01:16:18+08:00	200	1.033791
2026-09-14T01:16:20+08:00	200	1.077149
2026-09-14T01:16:22+08:00	200	1.028121
2026-09-14T01:16:24+08:00	200	1.032032
2026-09-14T01:16:26+08:00	200	1.040866
2026-09-14T01:16:28+08:00	200	1.040625
2026-09-14T01:16:30+08:00	200	1.189793
2026-09-14T01:16:32+08:00	200	1.038850
2026-09-14T01:16:34+08:00	200	1.040014
2026-09-14T01:16:36+08:00	200	1.082973
2026-09-14T01:16:38+08:00	200	1.045971
2026-09-14T01:16:40+08:00	200	1.034842
2026-09-14T01:16:42+08:00	200	1.034253
2026-09-14T01:16:44+08:00	200	1.039176
2026-09-14T01:16:46+08:00	200	1.034608
2026-09-14T01:16:49+08:00	200	1.032268
2026-09-14T01:16:51+08:00	200	1.095819
2026-09-14T01:16:53+08:00	200	1.081311
2026-09-14T01:16:55+08:00	200	1.103923
2026-09-14T01:16:57+08:00	200	1.051888
2026-09-14T01:16:59+08:00	200	1.030064
2026-09-14T01:17:01+08:00	200	1.045773
2026-09-14T01:17:03+08:00	200	1.042314
2026-09-14T01:17:05+08:00	200	1.043762
2026-09-14T01:17:07+08:00	200	1.030591
2026-09-14T01:17:09+08:00	200	1.036950
2026-09-14T01:17:11+08:00	200	1.087665
2026-09-14T01:17:13+08:00	200	1.106925
2026-09-14T01:17:16+08:00	200	1.068852
2026-09-14T01:17:18+08:00	200	1.036768
2026-09-14T01:17:20+08:00	200	1.043999
2026-09-14T01:17:22+08:00	200	1.084632
2026-09-14T01:17:24+08:00	200	1.037039
2026-09-14T01:17:26+08:00	200	1.036742
2026-09-14T01:17:28+08:00	200	1.084965
2026-09-14T01:17:30+08:00	200	1.051712
2026-09-14T01:17:32+08:00	200	1.043417
2026-09-14T01:17:34+08:00	200	1.061577
2026-09-14T01:17:36+08:00	200	1.088293
2026-09-14T01:17:38+08:00	200	1.035252
2026-09-14T01:17:40+08:00	200	1.042119
2026-09-14T01:17:42+08:00	200	1.027902
2026-09-14T01:17:44+08:00	200	1.061963
2026-09-14T01:17:47+08:00	200	1.049120
2026-09-14T01:17:49+08:00	200	1.045539
2026-09-14T01:17:51+08:00	200	1.047245
2026-09-14T01:17:53+08:00	200	1.072565
2026-09-14T01:17:55+08:00	200	1.116776
2026-09-14T01:17:57+08:00	200	1.040645
2026-09-14T01:17:59+08:00	200	1.053379
2026-09-14T01:18:01+08:00	200	1.037215
2026-09-14T01:18:03+08:00	200	1.035066
2026-09-14T01:18:05+08:00	200	1.034450
2026-09-14T01:18:07+08:00	200	1.081785
2026-09-14T01:18:09+08:00	200	1.061966
2026-09-14T01:18:11+08:00	200	1.113183
2026-09-14T01:18:14+08:00	200	1.187754
2026-09-14T01:18:16+08:00	200	1.070268
2026-09-14T01:18:18+08:00	200	1.057052
2026-09-14T01:18:20+08:00	200	1.037445
2026-09-14T01:18:22+08:00	200	1.065179
2026-09-14T01:18:24+08:00	200	1.041680
2026-09-14T01:18:26+08:00	200	1.027484
2026-09-14T01:18:28+08:00	200	1.040024
2026-09-14T01:18:30+08:00	200	1.235864
2026-09-14T01:18:32+08:00	200	1.054249
2026-09-14T01:18:34+08:00	200	1.036995
2026-09-14T01:18:37+08:00	200	1.053474
2026-09-14T01:18:39+08:00	200	1.094716
2026-09-14T01:18:41+08:00	200	1.044580
2026-09-14T01:18:43+08:00	200	1.050442
2026-09-14T01:18:45+08:00	200	1.061491
2026-09-14T01:18:47+08:00	200	1.030108
2026-09-14T01:18:49+08:00	200	1.036021
2026-09-14T01:18:51+08:00	200	1.037729
2026-09-14T01:18:53+08:00	200	1.031921
2026-09-14T01:18:55+08:00	200	1.037084
2026-09-14T01:18:57+08:00	200	1.026023
2026-09-14T01:18:59+08:00	200	1.039727
2026-09-14T01:19:01+08:00	200	1.036899
2026-09-14T01:19:03+08:00	200	1.030866
2026-09-14T01:19:05+08:00	200	1.046264
2026-09-14T01:19:07+08:00	200	1.030372
2026-09-14T01:19:09+08:00	200	1.030328
2026-09-14T01:19:11+08:00	200	1.097604
2026-09-14T01:19:14+08:00	200	1.105345
2026-09-14T01:19:16+08:00	200	1.038186
2026-09-14T01:19:18+08:00	200	1.036460
2026-09-14T01:19:20+08:00	200	1.030393
2026-09-14T01:19:22+08:00	200	1.037693
2026-09-14T01:19:24+08:00	200	1.038040
2026-09-14T01:19:26+08:00	200	1.037006
2026-09-14T01:19:28+08:00	200	1.062160
2026-09-14T01:19:30+08:00	200	1.058449
2026-09-14T01:19:32+08:00	200	1.034089
2026-09-14T01:19:34+08:00	200	1.037775
2026-09-14T01:19:36+08:00	200	1.033389
2026-09-14T01:19:38+08:00	200	1.034472
2026-09-14T01:19:40+08:00	200	1.041677
2026-09-14T01:19:42+08:00	200	1.054910
2026-09-14T01:19:44+08:00	200	1.036457
2026-09-14T01:19:47+08:00	200	1.038918
2026-09-14T01:19:49+08:00	200	1.031037
2026-09-14T01:19:51+08:00	200	1.038136
2026-09-14T01:19:53+08:00	200	1.036611
2026-09-14T01:19:55+08:00	200	1.037553
2026-09-14T01:19:57+08:00	200	1.054573
2026-09-14T01:19:59+08:00	200	1.039072
2026-09-14T01:20:01+08:00	200	1.035206
2026-09-14T01:20:03+08:00	200	1.029803
2026-09-14T01:20:05+08:00	200	1.034680
2026-09-14T01:20:07+08:00	200	1.037941
2026-09-14T01:20:09+08:00	200	1.035051
2026-09-14T01:20:11+08:00	200	1.032204
2026-09-14T01:20:13+08:00	200	1.041317
2026-09-14T01:20:15+08:00	200	1.031802
2026-09-14T01:20:17+08:00	200	1.035618
2026-09-14T01:20:19+08:00	200	1.029977
2026-09-14T01:20:21+08:00	200	1.039304
2026-09-14T01:20:23+08:00	200	1.046410
2026-09-14T01:20:25+08:00	200	1.055705
2026-09-14T01:20:28+08:00	200	1.032687
2026-09-14T01:20:30+08:00	200	1.040349
2026-09-14T01:20:32+08:00	200	1.040477
2026-09-14T01:20:34+08:00	200	1.081554
2026-09-14T01:20:36+08:00	200	1.091172
2026-09-14T01:20:38+08:00	200	1.058681
2026-09-14T01:20:40+08:00	200	1.060446
2026-09-14T01:20:42+08:00	200	1.031825
2026-09-14T01:20:44+08:00	200	1.042543
2026-09-14T01:20:46+08:00	200	1.127205
2026-09-14T01:20:48+08:00	200	1.056519
2026-09-14T01:20:50+08:00	200	1.035641
2026-09-14T01:20:52+08:00	200	1.043715
2026-09-14T01:20:54+08:00	200	1.029698
2026-09-14T01:20:57+08:00	200	1.032912
2026-09-14T01:20:59+08:00	200	1.044624
2026-09-14T01:21:01+08:00	200	1.078573
2026-09-14T01:21:03+08:00	200	1.050550
2026-09-14T01:21:05+08:00	200	1.038002
2026-09-14T01:21:07+08:00	200	1.030238
2026-09-14T01:21:09+08:00	200	1.038335
2026-09-14T01:21:11+08:00	200	1.043427
2026-09-14T01:21:13+08:00	200	1.034017
2026-09-14T01:21:15+08:00	200	1.043562
2026-09-14T01:21:17+08:00	200	1.028767
2026-09-14T01:21:19+08:00	200	1.051195
2026-09-14T01:21:21+08:00	200	1.051489
2026-09-14T01:21:23+08:00	200	1.029854
2026-09-14T01:21:25+08:00	200	1.032431
2026-09-14T01:21:27+08:00	200	1.041725
2026-09-14T01:21:30+08:00	200	1.058384
2026-09-14T01:21:32+08:00	200	1.093663
2026-09-14T01:21:34+08:00	200	1.081336
2026-09-14T01:21:36+08:00	200	1.043592
2026-09-14T01:21:38+08:00	200	1.114406
2026-09-14T01:21:40+08:00	200	1.048262
2026-09-14T01:21:42+08:00	200	1.056744
2026-09-14T01:21:44+08:00	200	1.060957
2026-09-14T01:21:46+08:00	200	1.032749
2026-09-14T01:21:48+08:00	200	1.033156
